,imdb_id,adult,budget,revenue,vote_average,vote_count,video,status,homepage
44,tt0372532,False,15000000.0,47175038.0,6.5,521.0,False,Released,https://www.uphe.com/movies/the-wedding-date
45,tt1379222,False,3906840.0,4300000.0,6.2,43.0,False,Released,
46,tt0438097,False,80000000.0,660940780.0,6.6,5686.0,False,Released,http://www.iceagemovies.com/films/ice-age-the-meltdown
47,tt3460252,False,44000000.0,155760117.0,7.7,7898.0,False,Released,http://thehatefuleight.com
48,tt1781058,False,0.0,653951.0,5.8,194.0,False,Released,
49,tt0111280,False,38000000.0,120000000.0,6.5,655.0,False,Released,
50,tt0948530,False,560000.0,1500000.0,6.8,22.0,False,Released,http://www.moscow-belgium.com/index.php
51,tt0059243,False,12000000.0,25333333.0,7.5,108.0,False,Released,
52,tt0081031,False,0.0,11000000.0,5.5,23.0,False,Released,
53,tt0095169,False,0.0,17514553.0,6.1,55.0,False,Released,http://www.imdb.com/title/tt0095169/
54,tt3231054,False,20000000.0,46069568.0,5.8,428.0,False,Released,http://risen-movie.com
55,tt0108186,False,0.0,36448200.0,5.8,127.0,False,Released,
56,tt1082009,False,0.0,1056938.0,6.4,22.0,False,Released,http://www.joueuse-lefilm.com/
57,tt0118688,False,125000000.0,238207122.0,4.2,2610.0,False,Released,
58,tt0476991,False,0.0,119563.0,6.5,47.0,False,Released,http://www.weretheworldminefilm.com
59,tt0278295,False,14000000.0,25482931.0,6.0,66.0,False,Released,
60,tt0381061,False,150000000.0,599045960.0,7.4,5928.0,False,Released,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006)
61,tt0049875,False,4000000.0,14400000.0,6.5,36.0,False,Released,
62,tt0119099,False,0.0,25232289.0,6.8,582.0,False,Released,
63,tt0097388,False,5000000.0,14000000.0,4.8,362.0,False,Released,
64,tt1821549,False,12000000.0,17654912.0,7.4,957.0,False,Released,
65,tt0092675,False,10000000.0,0.0,6.7,663.0,False,Released,
66,tt1220888,False,12000000.0,204940.0,5.8,164.0,False,Released,
67,tt2852400,False,0.0,154120.0,7.3,112.0,False,Released,http://atouchofsin.com/
68,tt0056592,False,2000000.0,13129846.0,8.1,1282.0,False,Released,
69,tt0463985,False,85000000.0,158468292.0,6.2,3092.0,False,Released,http://www.thefastandthefurious3.com/
70,tt0366627,False,29000000.0,21126225.0,6.9,725.0,False,Released,
71,tt0318462,False,0.0,16756372.0,7.4,588.0,False,Released,http://www.motorcyclediariesmovie.com/
72,tt0099329,False,11000000.0,8266343.0,6.4,702.0,False,Released,
73,tt0402906,False,0.0,17393.0,7.1,16.0,False,Released,http://www.ceskatelevize.cz/specialy/ceskysen/en/
74,tt0074706,False,445000.0,2300000.0,5.5,13.0,False,Released,
75,tt1438176,False,30000000.0,41002607.0,6.0,1010.0,False,Released,http://www.welcometofrightnight.com
76,tt0242572,False,500000.0,500000.0,6.9,13.0,False,Released,
77,tt0080487,False,6000000.0,39846344.0,6.7,572.0,False,Released,
78,tt0083064,False,0.0,35610100.0,6.0,40.0,False,Released,
79,tt3835080,False,1500000.0,779820.0,5.2,365.0,False,Released,http://robzombie.com/movies/31-movie/
80,tt0279331,False,15000000.0,9237470.0,6.4,131.0,False,Released,
81,tt0338427,False,10284523.0,11588205.0,5.8,130.0,False,Released,
82,tt0397101,False,43000000.0,91974818.0,6.5,1004.0,False,Released,
83,tt0086837,False,28000000.0,40400657.0,6.7,426.0,False,Released,
84,tt1767382,False,2000000.0,13101672.0,5.2,182.0,False,Released,
85,tt0112715,False,50000000.0,152022101.0,5.2,368.0,False,Released,
86,tt0079417,False,8000000.0,106260000.0,7.5,944.0,False,Released,
87,tt0113326,False,7500000.0,32392047.0,6.6,405.0,False,Released,
88,tt1730768,False,20000000.0,23299081.0,7.4,706.0,False,Released,http://www.focusfeatures.com/thezookeeperswife/
89,tt0108185,False,0.0,140081992.0,6.3,154.0,False,Released,
90,tt0266697,False,30000000.0,180949045.0,7.9,9198.0,False,Released,http://www.miramax.com/movie/kill-bill-volume-1/
91,tt0274497,False,0.0,215339.0,7.3,234.0,False,Released,
92,tt0113362,False,35000000.0,15000000.0,6.4,56.0,False,Released,
93,tt0986233,False,0.0,2724474.0,7.3,547.0,False,Released,
94,tt0166924,False,15000000.0,20117339.0,7.8,2907.0,False,Released,
95,tt2569398,False,0.0,14353.0,5.7,3.0,False,Released,
96,tt1683921,False,2500000.0,3358.0,5.9,67.0,False,Released,
97,tt1772980,False,0.0,73000.0,6.3,8.0,False,Released,
98,tt1764625,False,10500000.0,23000000.0,5.8,259.0,False,Released,http://www.tadeojones.com/
99,tt0094894,False,6000000.0,46616067.0,6.5,168.0,False,Released,
100,tt0099817,False,7000000.0,9229401.0,5.9,112.0,False,Released,
101,tt0268978,False,60000000.0,313542341.0,7.8,5371.0,False,Released,http://www.abeautifulmind.com/
102,tt1193460,False,0.0,14961069.0,7.4,28.0,False,Released,
103,tt1870529,False,0.0,5310554.0,6.3,63.0,False,Released,
104,tt3477064,False,0.0,149521495.0,5.0,38.0,False,Released,
105,tt2404181,False,10900000.0,16505460.0,7.3,404.0,False,Released,
106,tt1244659,False,31000000.0,15134293.0,6.3,152.0,False,Released,http://www.extraordinarymeasuresthemovie.com
107,tt0112573,False,72000000.0,210000000.0,7.9,5426.0,False,Released,
108,tt0122541,False,14000000.0,18535191.0,6.4,91.0,False,Released,
109,tt0060491,False,15000000.0,34562222.0,6.3,18.0,False,Released,
110,tt0219965,False,75000000.0,67631903.0,6.2,489.0,False,Released,https://www.mgm.com/#/our-titles/1478/Bandits/
111,tt0361841,False,35000000.0,22034832.0,5.3,198.0,False,Released,
112,tt1390411,False,100000000.0,93820758.0,6.6,2106.0,False,Released,http://www.intheheartoftheseamovie.com/
113,tt0094746,False,20000000.0,51684798.0,6.4,107.0,False,Released,
114,tt0120737,False,93000000.0,871368364.0,8.3,14265.0,False,Released,http://www.lordoftherings.net/
115,tt0279493,False,25000000.0,41604473.0,5.5,177.0,False,Released,
116,tt2113822,False,0.0,311.0,6.0,18.0,False,Released,
117,tt0486946,False,0.0,253625427.0,5.8,1181.0,False,Released,http://video.movies.go.com/wildhogs/
118,tt0106471,False,0.0,1796389.0,4.6,87.0,False,Released,
119,tt0117786,False,12716953.0,18814720.0,6.2,246.0,False,Released,
120,tt0266915,False,90000000.0,347325802.0,6.5,1900.0,False,Released,
121,tt0120855,False,150000000.0,448000000.0,7.4,3514.0,False,Released,http://disneydvd.disney.go.com/tarzanr-special-edition.html
122,tt0100053,False,1500000.0,5585154.0,5.3,28.0,False,Released,
123,tt0165929,False,25000000.0,91036760.0,5.9,538.0,False,Released,
124,tt1022603,False,7500000.0,60722734.0,7.2,5510.0,False,Released,http://500days.com
125,tt0889588,False,40000000.0,7785317.0,6.8,75.0,False,Released,http://www.childrenofhuangshi.com/
126,tt0077372,False,0.0,15500000.0,5.5,22.0,False,Released,
127,tt0219699,False,10000000.0,12008642.0,6.5,514.0,False,Released,
128,tt0432291,False,18.0,46.0,4.1,324.0,False,Released,http://www.sonypictures.com/homevideo/thefog/index.html
129,tt0116404,False,2400000.0,5731103.0,7.2,19.0,False,Released,
130,tt0469021,False,4000000.0,9800000.0,6.6,248.0,False,Released,http://alanpartridge-alphapapa.com
131,tt1582271,False,6000000.0,5206.0,5.5,88.0,False,Released,
132,tt0264578,False,0.0,2452566.0,7.0,17.0,False,Released,
133,tt1231583,False,65000000.0,211780824.0,6.3,2928.0,False,Released,http://duedatemovie.warnerbros.com/
134,tt0425413,False,10000000.0,33000000.0,6.2,354.0,False,Released,http://www.runfatboyrunmovie.com/
135,tt0466399,False,2000000.0,300000.0,6.9,24.0,False,Released,
136,tt1894561,False,0.0,120680.0,5.4,30.0,False,Released,http://www.facebook.com/cowgirlsnangels
137,tt0110759,False,9000000.0,4350774.0,6.3,57.0,False,Released,
138,tt1323045,False,0.0,3065860.0,5.8,973.0,False,Released,http://ariescope.com/2010/10/14/frozen
139,tt0290334,False,110000000.0,407711549.0,6.9,6020.0,False,Released,
140,tt0063642,False,14320000.0,14000000.0,6.3,12.0,False,Released,
141,tt0335119,False,0.0,31466789.0,6.6,717.0,False,Released,
142,tt3859304,False,3500000.0,615816.0,5.8,185.0,False,Released,http://sonyclassics.com/thebronze/
143,tt0865554,False,18000000.0,382174.0,4.6,103.0,False,Released,http://www.theinformers.com/
144,tt0062467,False,4000000.0,11000000.0,7.5,205.0,False,Released,
145,tt1290138,False,0.0,9188.0,5.6,86.0,False,Released,http://www.frankandlolamovie.com/
146,tt0095882,False,0.0,19510371.0,5.0,369.0,False,Released,
147,tt1706620,False,39200000.0,86758912.0,6.8,4654.0,False,Released,http://snowpiercer-film.com/
148,tt0103786,False,0.0,57114049.0,5.6,927.0,False,Released,
149,tt1507563,False,25000000.0,432274.0,5.0,104.0,False,Released,
150,tt0081760,False,0.0,18.0,5.7,6.0,False,Released,
151,tt5278464,False,0.0,16905.0,7.1,58.0,False,Released,
152,tt0098061,False,0.0,241.0,6.9,54.0,False,Released,
153,tt3181822,False,4000000.0,52425855.0,4.4,1371.0,False,Released,http://www.theboynextdoorfilm.com/
154,tt0084867,False,0.0,5091888.0,7.0,21.0,False,Released,
155,tt0280030,False,20000000.0,109862682.0,6.2,708.0,False,Released,
156,tt0415678,False,3500000.0,8262833.0,5.5,25.0,False,Released,
157,tt0109098,False,0.0,447784.0,4.8,13.0,False,Released,
158,tt0208988,False,63600000.0,19412993.0,4.9,254.0,False,Released,
159,tt0114214,False,32000000.0,18552460.0,6.3,716.0,False,Released,
160,tt0380817,False,3500000.0,113783.0,6.6,41.0,False,Released,
161,tt0094846,False,0.0,12277096.0,4.5,21.0,False,Released,
162,tt1742336,False,125000.0,3200000.0,6.6,190.0,False,Released,http://www.yoursisterssister-themovie.com/
163,tt0128445,False,9000000.0,17096053.0,7.5,1167.0,False,Released,
164,tt0444682,False,40000000.0,62771059.0,5.5,375.0,False,Released,http://www.thereapingmovie.com
165,tt0099656,False,0.0,25000.0,2.1,8.0,False,Released,
166,tt0085809,False,0.0,1723872.0,8.0,268.0,False,Released,
167,tt0404032,False,19000000.0,144216468.0,6.4,1325.0,False,Released,
168,tt0072081,False,5000000.0,41833347.0,6.9,214.0,False,Released,
169,tt0082694,False,2000000.0,24600832.0,7.4,1667.0,False,Released,
170,tt0089822,False,0.0,55600000.0,5.9,628.0,False,Released,
171,tt0093223,False,0.0,2585639.0,7.1,128.0,False,Released,
172,tt0060490,False,3500000.0,12000000.0,6.7,53.0,False,Released,
173,tt0102782,False,11000000.0,2807854.0,5.6,323.0,False,Released,
174,tt1640711,False,12468389.0,29007412.0,5.8,244.0,False,Released,
175,tt0232500,False,38000000.0,207283925.0,6.8,5335.0,False,Released,
176,tt0134983,False,90000000.0,14828081.0,4.8,160.0,False,Released,
177,tt0118762,False,0.0,532654.0,4.5,2.0,True,Released,
178,tt0083944,False,15000000.0,125212904.0,7.3,2724.0,False,Released,
179,tt0097742,False,32000000.0,156167015.0,6.1,894.0,False,Released,http://www.mgm.com/view/movie/1111/License-to-Kill/
180,tt0482572,False,30000000.0,31148328.0,6.4,407.0,False,Released,http://www.prideandglorymovie.com/
181,tt0318411,False,0.0,20957001.0,7.7,171.0,False,Released,
182,tt0102598,False,0.0,21830957.0,6.1,67.0,False,Released,
183,tt1436045,False,6000000.0,17555141.0,7.3,509.0,False,Released,http://www.13assassins.com/
184,tt0389860,False,82500000.0,237681299.0,6.1,3873.0,False,Released,
185,tt0119579,False,14000000.0,161001698.0,6.8,4.0,False,Released,
186,tt0425601,False,5000000.0,3833507.0,6.9,70.0,False,Released,
187,tt0019563,False,259000.0,921000.0,6.8,11.0,False,Released,
188,tt0910970,False,180000000.0,521311860.0,8.0,10638.0,False,Released,https://www.pixar.com/feature-films/walle/
189,tt2465140,False,0.0,16337881.0,5.8,69.0,False,Released,
190,tt0116514,False,4000000.0,16675000.0,5.0,188.0,False,Released,
191,tt1586265,False,40000000.0,79700000.0,5.9,1112.0,False,Released,http://whattoexpectthefilm.com/
192,tt2112096,False,0.0,37915971.0,5.4,137.0,False,Released,
193,tt0086192,False,0.0,13168027.0,5.8,30.0,False,Released,
194,tt0808526,False,4500000.0,744816.0,6.4,46.0,False,Released,http://www.ifcfilms.com/films/life-during-wartime-2
195,tt0997246,False,0.0,115605.0,7.1,27.0,False,Released,
196,tt0097008,False,7000000.0,136203.0,4.4,15.0,False,Released,
197,tt0443632,False,60000000.0,77920346.0,5.9,355.0,False,Released,
198,tt0217756,False,24000000.0,12372410.0,4.8,71.0,False,Released,http://readytorumble.warnerbros.com/flash.html
199,tt1600196,False,12600000.0,19054534.0,6.7,1206.0,False,Released,
200,tt0413895,False,85000000.0,144000000.0,5.9,608.0,False,Released,
201,tt0097257,False,10000000.0,3916303.0,5.5,161.0,False,Released,
202,tt1621039,False,55000000.0,110000000.0,5.8,402.0,False,Released,
203,tt0462538,False,75000000.0,527068851.0,6.9,4464.0,False,Released,http://www.simpsonsmovie.com/
204,tt0089730,False,3200000.0,10000000.0,5.4,121.0,False,Released,
205,tt3268668,False,2000000.0,2801508.0,5.6,126.0,False,Released,
206,tt0102592,False,0.0,1543112.0,6.8,46.0,False,Released,
207,tt0113820,False,15000000.0,66000000.0,5.3,283.0,False,Released,http://www.powerrangers.com/
208,tt0109327,False,0.0,4352094.0,6.0,97.0,False,Released,
209,tt0317648,False,100000000.0,108103450.0,6.5,530.0,False,Released,
210,tt0118604,False,22000000.0,26570463.0,5.3,253.0,False,Released,
211,tt0073195,False,7000000.0,470653000.0,7.6,4888.0,False,Released,http://www.jaws25.com/
212,tt0106877,False,0.0,3418141.0,5.6,30.0,False,Released,
213,tt2077833,False,6700000.0,31000000.0,5.9,40.0,False,Released,
214,tt1491044,False,20000000.0,1969193.0,6.5,554.0,False,Released,
215,tt2024432,False,35000000.0,173965010.0,5.8,2207.0,False,Released,http://www.identitythiefmovie.com
216,tt3331846,False,35000000.0,83061158.0,7.0,149.0,False,Released,http://doraemon-3d.com/
217,tt0083131,False,10000000.0,85300000.0,6.6,405.0,False,Released,
218,tt0081590,False,0.0,5010362.0,6.2,43.0,False,Released,
219,tt0389326,False,2600000.0,3166000.0,8.0,25.0,False,Released,http://www.sonyclassics.com/ridinggiants/
220,tt1124052,False,12000000.0,10652498.0,7.8,85.0,False,Released,http://www.cityoflifeanddeath.co.uk/
221,tt0102343,False,0.0,754935.0,5.7,98.0,False,Released,
222,tt1291549,False,5000000.0,31649.0,5.4,18.0,False,Released,http://www.meetmonicavelour.com/#/home
223,tt0103772,False,49000000.0,352927224.0,6.7,1534.0,False,Released,https://www.sonymoviechannel.com/movies/basic-instinct
224,tt5661030,False,0.0,500.0,7.5,6.0,False,Released,http://www.garygulman.com/
225,tt0277941,False,0.0,6585516.0,6.1,183.0,False,Released,
226,tt1502404,False,50000000.0,28931401.0,5.3,942.0,False,Released,http://www.driveangry3d.co.uk/
227,tt1174732,False,7500000.0,26096852.0,7.0,705.0,False,Released,http://www.sonyclassics.com/aneducation/
228,tt0065214,False,6244087.0,638641.0,7.7,473.0,False,Released,
229,tt0113463,False,14000000.0,2474000.0,5.4,15.0,False,Released,
230,tt0327437,False,110000000.0,72178895.0,5.8,1279.0,False,Released,
231,tt0108000,False,800000.0,1001437.0,6.2,12.0,False,Released,
232,tt2392326,False,0.0,2225098.0,6.4,71.0,False,Released,
233,tt1517252,False,0.0,206728.0,6.9,14.0,False,Released,
234,tt1212428,False,30000000.0,8574339.0,6.2,1369.0,False,Released,http://www.lostcityofzfilm.co.uk/home
235,tt0768212,False,0.0,27297450.0,6.0,201.0,False,Released,http://www.mimzy.com
236,tt0117826,False,15000000.0,5600000.0,5.1,118.0,False,Released,
237,tt0076001,False,0.0,1622164.0,7.2,17.0,False,Released,
238,tt0099653,False,22000000.0,505000000.0,7.1,2730.0,False,Released,
239,tt0303933,False,20000000.0,57588485.0,6.2,169.0,False,Released,
240,tt0118900,False,0.0,0.0,6.6,56.0,False,Released,
241,tt0884726,False,70000000.0,18662027.0,5.7,66.0,False,Released,http://www.dorothyofozthemovie.com/
242,tt1474276,False,0.0,80768.0,7.5,438.0,False,Released,http://s-wars.jp/
243,tt0113321,False,0.0,17519169.0,6.4,70.0,False,Released,
244,tt0079489,False,0.0,43885000.0,6.1,48.0,False,Released,
245,tt1135985,False,19000000.0,18755936.0,6.1,561.0,False,Released,http://www.sexdrivethemovie.com/
246,tt0110475,False,23000000.0,351583407.0,6.8,5126.0,False,Released,
247,tt0363163,False,18339750.0,92180910.0,7.8,1746.0,False,Released,http://www.downfallthefilm.com/
248,tt0244244,False,102000000.0,147080413.0,6.1,1457.0,False,Released,
249,tt0077413,False,7920000.0,14560084.0,7.0,240.0,False,Released,
250,tt0214289,False,12560000.0,42700000.0,6.4,187.0,False,Released,
251,tt0112760,False,98000000.0,10017322.0,5.8,231.0,False,Released,
252,tt0331953,False,8500000.0,5001655.0,5.1,171.0,False,Released,
253,tt2475802,False,0.0,30292.0,7.4,5.0,False,Released,
254,tt2244376,False,11178.0,34659.0,8.0,1.0,False,Released,
255,tt2170299,False,9500000.0,7800000.0,6.4,444.0,False,Released,
256,tt2719848,False,55000000.0,203427584.0,6.7,2835.0,False,Released,http://www.everestmovie.com/
257,tt0049452,False,1000000.0,9000000.0,5.6,30.0,False,Released,
258,tt0113568,False,0.0,2287714.0,7.9,1407.0,False,Released,
259,tt0169302,False,24554.0,140021.0,7.9,6.0,False,Released,
260,tt0096003,False,0.0,187349.0,6.1,10.0,False,Released,
261,tt0449089,False,50000000.0,87528173.0,5.7,888.0,False,Released,
262,tt1270842,False,0.0,17636261.0,6.7,88.0,False,Released,http://www.norway-mori.com/index.html
263,tt0092746,False,10000000.0,14000.0,5.8,101.0,False,Released,http://www.mgm.com/#/our-titles/366/Cherry-2000
264,tt0360130,False,0.0,143597.0,6.1,55.0,False,Released,http://www.undertowmovie.com/
265,tt0307901,False,15000000.0,13060843.0,7.4,1153.0,False,Released,
266,tt0758758,False,15000000.0,56255142.0,7.8,5628.0,False,Released,http://www.intothewild.com/
267,tt0109445,False,27000.0,3151130.0,7.4,1254.0,False,Released,http://www.miramax.com/movie/clerks/
268,tt0457495,False,40000000.0,23937870.0,5.1,386.0,False,Released,
269,tt1092004,False,0.0,20.0,6.4,5.0,False,Released,http://www.glassthemovie.com/Home.html
270,tt1650043,False,10000000.0,0.0,6.4,482.0,False,Released,http://www.diaryofawimpykidmovie.com/
271,tt0415306,False,72500000.0,162966177.0,6.3,794.0,False,Released,http://www.sonypictures.com/homevideo/talladeganights/
272,tt0100114,False,12000000.0,46044400.0,5.7,181.0,False,Released,
273,tt1392197,False,50000000.0,83761844.0,5.1,355.0,False,Released,http://www.themarmadukemovie.com/
274,tt0128853,False,65000000.0,250821495.0,6.6,1624.0,False,Released,http://youvegotmail.warnerbros.com
275,tt1824254,False,0.0,602042.0,6.6,82.0,False,Released,
276,tt1361809,False,2915739.0,14000000.0,6.0,9.0,False,Released,
277,tt0120828,False,70000000.0,164000000.0,5.7,610.0,False,Released,
278,tt4437216,False,0.0,23020.0,5.3,165.0,False,Released,
279,tt0369339,False,65000000.0,217764291.0,7.1,2502.0,False,Released,
280,tt0200469,False,0.0,10.0,4.1,71.0,False,Released,
281,tt1259521,False,30000000.0,70742948.0,6.5,4105.0,False,Released,http://www.discoverthecabininthewoods.com/
282,tt0120722,False,12000000.0,12902790.0,5.9,16.0,False,Released,
283,tt0869994,False,19000000.0,23550000.0,6.5,149.0,False,Released,
284,tt1855199,False,7000000.0,48126384.0,7.3,1747.0,False,Released,
285,tt0120199,False,25000000.0,1614266.0,5.5,61.0,False,Released,
286,tt4972582,False,9000000.0,278454358.0,7.2,10137.0,False,Released,http://www.splitmovie.com/
287,tt0109758,False,0.0,6841570.0,4.1,40.0,False,Released,
288,tt0326769,False,24000000.0,23510601.0,5.4,112.0,False,Released,
289,tt0111419,False,28000000.0,11373501.0,6.1,223.0,False,Released,
290,tt0109831,False,6000000.0,254700832.0,6.7,1245.0,False,Released,http://workingtitlefilms.com/film.php?filmID=59
291,tt0427470,False,16000000.0,5367030.0,6.6,325.0,False,Released,http://video.movies.go.com/thelookout/
292,tt1809398,False,65000000.0,163442937.0,7.4,2211.0,False,Released,
293,tt0119815,False,0.0,310724.0,7.3,42.0,False,Released,
294,tt1951266,False,160000000.0,653428261.0,6.8,7490.0,False,Released,http://www.thehungergames.movie/
295,tt1399952,False,0.0,5873871.0,5.3,25.0,False,Released,
296,tt0259288,False,60000000.0,52322400.0,6.5,371.0,False,Released,
297,tt0306685,False,25000000.0,56489558.0,5.8,380.0,False,Released,
298,tt0102849,False,3000000.0,9563393.0,5.0,31.0,False,Released,
299,tt0104418,False,9000000.0,26055.0,6.1,44.0,False,Released,
300,tt0100814,False,11000000.0,48572000.0,6.6,1525.0,False,Released,
301,tt0024166,False,225000.0,2850000.0,6.8,6.0,False,Released,
302,tt0368222,False,0.0,2945242.0,6.0,64.0,False,Released,
303,tt0107057,False,0.0,22886222.0,5.7,38.0,False,Released,
304,tt0094792,False,0.0,6193901.0,5.5,87.0,False,Released,
305,tt0217505,False,100000000.0,193772504.0,7.2,3421.0,False,Released,http://video.movies.go.com/gangsofnewyork/
306,tt0386117,False,100000000.0,100086793.0,6.4,953.0,False,Released,http://wherethewildthingsare.warnerbros.com/
307,tt2361317,False,108000000.0,22678555.0,6.2,751.0,False,Released,http://www.livebynight.movie/
308,tt0339412,False,30000000.0,21800302.0,5.1,100.0,False,Released,
309,tt0322330,False,26000000.0,110230332.0,6.2,1955.0,False,Released,
310,tt1352824,False,15000000.0,8459458.0,5.9,922.0,False,Released,
311,tt1650048,False,9500000.0,12250.0,7.8,356.0,False,Released,http://laurenceanywaysthemovie.com
312,tt0380277,False,16000000.0,12.0,4.9,14.0,False,Released,
313,tt0119004,False,0.0,6297.0,5.9,33.0,False,Released,
314,tt3606752,False,175000000.0,383925276.0,6.7,2532.0,False,Released,http://cars.disney.com
315,tt0824747,False,55000000.0,113020255.0,7.5,2069.0,False,Released,http://www.changelingmovie.net
316,tt1430626,False,60000000.0,118338361.0,6.4,563.0,False,Released,
317,tt1535108,False,115000000.0,286140700.0,6.4,5341.0,False,Released,
318,tt0758742,False,20000000.0,27793200.0,6.9,254.0,False,Released,
319,tt0090329,False,12000000.0,68706993.0,7.0,687.0,False,Released,
320,tt0089009,False,0.0,750000.0,6.5,19.0,False,Released,
321,tt1667353,False,85000000.0,183018522.0,5.8,2060.0,False,Released,
322,tt1663202,False,135000000.0,532950503.0,7.4,10877.0,False,Released,http://www.foxmovies.com/movies/the-revenant
323,tt0120784,False,90000000.0,161626121.0,6.7,842.0,False,Released,
324,tt0093596,False,12000000.0,5669831.0,5.3,34.0,False,Released,
325,tt0118998,False,71000000.0,294456605.0,5.5,1563.0,False,Released,
326,tt0116313,False,26000000.0,116400000.0,6.6,331.0,False,Released,
327,tt1657507,False,40000000.0,60965854.0,6.5,1345.0,False,Released,http://www.colombiana-movie.com/
328,tt1555064,False,15000000.0,20601987.0,6.3,126.0,False,Released,http://www.countrystrong-movie.com/
329,tt0366548,False,100000000.0,384335608.0,6.0,2742.0,False,Released,http://www.warnerbros.com/happy-feet
330,tt0084469,False,0.0,5588800.0,5.4,39.0,False,Released,
331,tt1403130,False,23000000.0,5837674.0,6.7,76.0,False,Released,http://www.bodyguardsandassassins.com/
332,tt0790623,False,5000000.0,346592.0,6.0,136.0,False,Released,http://www.greenestreetfilms.com/f_bill.html
333,tt0041996,False,0.0,3225000.0,7.1,53.0,False,Released,
334,tt0376144,False,1.0,3.0,6.6,10.0,False,Released,
335,tt1647668,False,25000000.0,38307627.0,6.8,349.0,False,Released,http://movies.disney.com/million-dollar-arm
336,tt1670345,False,75000000.0,117698894.0,7.4,9707.0,False,Released,
337,tt1655400,False,0.0,9833553.0,4.2,5.0,False,Released,
338,tt0380389,False,30000000.0,27610873.0,6.5,501.0,False,Released,
339,tt0066090,False,11000000.0,2200000.0,6.0,27.0,False,Released,
340,tt2725962,False,0.0,1289998.0,6.8,268.0,False,Released,
341,tt0119468,False,27000000.0,60527873.0,6.3,601.0,False,Released,
